row_index,condition,lambda,prefix,prompt,caption,vision_label,baseline_projection,projection,spatial_prob,descriptive_prob,disparity
91,baseline,,The image shows,Describe this image:\nA zebra is standing in front of a tree as it stares to the side. \n\nThe image shows,A zebra is standing in front of a tree as it stares to the side. ,spatial,2.9985539045632894,2.9985539045632894,0.5729647726382637,0.4270352273617365,0.14592954527652724
92,baseline,,The image shows,Describe this image:\nDifferent types of eletronics placed side by side on top of a table.\n\nThe image shows,Different types of eletronics placed side by side on top of a table.,spatial,3.273502205251882,3.273502205251882,0.49230748335031116,0.5076925166496888,-0.015385033299377682
93,baseline,,The image shows,"Describe this image:\nBlue, orange and white bus on an non-busy street.\n\nThe image shows","Blue, orange and white bus on an non-busy street.",descriptive,2.583297407625245,2.583297407625245,0.0020401143025232616,0.9979598856974773,-0.995919771394954
94,baseline,,The image shows,Describe this image:\nA close up of a banana and an apple on a table.\n\nThe image shows,A close up of a banana and an apple on a table.,spatial,2.855497151312997,2.855497151312997,0.9883678142172846,0.011632185782716072,0.9767356284345685
95,baseline,,The image shows,Describe this image:\nA black and white picture of a pony with a long mane.\n\nThe image shows,A black and white picture of a pony with a long mane.,descriptive,2.502887088200614,2.502887088200614,0.13856698443363638,0.861433015566363,-0.7228660311327266
96,baseline,,The image shows,Describe this image:\nA close-up of headphones next to a keyboard on a desk.\n\nThe image shows,A close-up of headphones next to a keyboard on a desk.,spatial,2.98285042421084,2.98285042421084,0.9942837881292115,0.005716211870789007,0.9885675762584225
97,baseline,,The image shows,Describe this image:\nA keyboard is shown up close to the keys.\n\nThe image shows,A keyboard is shown up close to the keys.,spatial,2.6147423232593674,2.6147423232593674,0.9965091452288412,0.0034908547711587335,0.9930182904576824
98,baseline,,The image shows,Describe this image:\na table with electronics laying side by side on top of a towel\n\nThe image shows,a table with electronics laying side by side on top of a towel,spatial,2.885146561660664,2.885146561660664,0.4316606688717111,0.5683393311282892,-0.13667866225657804
99,baseline,,The image shows,Describe this image:\nA woman sitting down with an apple on her hand next to an archer and a little girl.\n\nThe image shows,A woman sitting down with an apple on her hand next to an archer and a little girl.,spatial,3.0334891015005283,3.0334891015005283,0.7510378080842396,0.24896219191576033,0.5020756161684793
100,baseline,,The image shows,Describe this image:\nA large black cat sitting on a black table or chair\n\nThe image shows,A large black cat sitting on a black table or chair,descriptive,2.678321904677085,2.678321904677085,0.040701276202026744,0.9592987237979737,-0.9185974475959469
101,baseline,,The image shows,Describe this image:\na close up of a pizza on a tortilla\n\nThe image shows,a close up of a pizza on a tortilla,spatial,3.0357819423237626,3.0357819423237626,0.9953783681940029,0.004621631805997619,0.9907567363880053
102,baseline,,The image shows,"Describe this image:\nA bathroom with a white sink, toilet, bathtub and a white and blue tiled floor\n\nThe image shows","A bathroom with a white sink, toilet, bathtub and a white and blue tiled floor",descriptive,2.3110682677271575,2.3110682677271575,0.34784032899963935,0.6521596710003607,-0.3043193420007213
103,baseline,,The image shows,Describe this image:\nMan with large orange and black kite in park area.\n\nThe image shows,Man with large orange and black kite in park area.,descriptive,2.5395209863093484,2.5395209863093484,0.3705933756650762,0.6294066243349237,-0.25881324866984745
104,baseline,,The image shows,Describe this image:\nA black and white photo shows a group of people dressed in black tie attire playing cards and having drinks.  \n\nThe image shows,A black and white photo shows a group of people dressed in black tie attire playing cards and having drinks.  ,descriptive,2.0248314191602237,2.0248314191602237,0.07844895078415663,0.9215510492158437,-0.8431020984316872
105,baseline,,The image shows,Describe this image:\nA bike is standing in the grass next to a trail that runs beside a river that has a bridge crossing it in the background\n\nThe image shows,A bike is standing in the grass next to a trail that runs beside a river that has a bridge crossing it in the background,spatial,2.994142485032771,2.994142485032771,0.5249579099130229,0.4750420900869775,0.04991581982604543
106,baseline,,The image shows,Describe this image:\na black and yellow fire hydrant and a blue bicycle\n\nThe image shows,a black and yellow fire hydrant and a blue bicycle,descriptive,2.31624937138261,2.31624937138261,0.014663138601419655,0.9853368613985806,-0.9706737227971609
107,baseline,,The image shows,Describe this image:\nA brown circular clock featuring a white cat.\n\nThe image shows,A brown circular clock featuring a white cat.,descriptive,2.3714242542943467,2.3714242542943467,0.0379943624307522,0.9620056375692478,-0.9240112751384957
108,baseline,,The image shows,Describe this image:\na close up of a train on a train track wit ha sky background\n\nThe image shows,a close up of a train on a train track wit ha sky background,spatial,2.899417125295342,2.899417125295342,0.9803215462709555,0.0196784537290435,0.9606430925419119
109,baseline,,The image shows,Describe this image:\na brown white and orange cat and a potted plant\n\nThe image shows,a brown white and orange cat and a potted plant,descriptive,2.428207728801315,2.428207728801315,0.044203578593585716,0.9557964214064151,-0.9115928428128294
110,baseline,,The image shows,Describe this image:\nA man riding a skateboard up the side of a ramp.\n\nThe image shows,A man riding a skateboard up the side of a ramp.,spatial,3.072189726189881,3.072189726189881,0.46397274630916346,0.5360272536908363,-0.0720545073816728
111,baseline,,The image shows,Describe this image:\nThe man is wearing a bright orange and yellow tie.\n\nThe image shows,The man is wearing a bright orange and yellow tie.,descriptive,2.3075254609342464,2.3075254609342464,0.2610784434795388,0.7389215565204612,-0.4778431130409224
112,baseline,,The image shows,Describe this image:\nA close-up of two men wearing hats standing next to horses.\n\nThe image shows,A close-up of two men wearing hats standing next to horses.,spatial,2.809461753750473,2.809461753750473,0.9963447797812609,0.0036552202187396152,0.9926895595625213
113,baseline,,The image shows,Describe this image:\ntwo zebras eating out of a trough within a zoo enclosure with many pigeons around them\n\nThe image shows,two zebras eating out of a trough within a zoo enclosure with many pigeons around them,spatial,3.0856534257366803,3.0856534257366803,0.8340189422400297,0.16598105775997044,0.6680378844800593
114,baseline,,The image shows,Describe this image:\na close up of a cat on a desk near stuffed animals \n\nThe image shows,a close up of a cat on a desk near stuffed animals ,spatial,3.0099574012755603,3.0099574012755603,0.9949106945042584,0.0050893054957418405,0.9898213890085166
115,baseline,,The image shows,"Describe this image:\nThe kitchen is decorated with white cabinets, white appliances, a counter and small island. \n\nThe image shows","The kitchen is decorated with white cabinets, white appliances, a counter and small island. ",descriptive,2.3036404601319154,2.3036404601319154,0.2713984629224492,0.7286015370775509,-0.45720307415510175
116,baseline,,The image shows,Describe this image:\nThere is a person in the middle of a snowy slope with trees around. \n\nThe image shows,There is a person in the middle of a snowy slope with trees around. ,spatial,3.1056009321536506,3.1056009321536506,0.5572277163873285,0.44277228361267174,0.11445543277465675
