text,vision_label,_id,is_neutral
a close up of a cup of drink with plates of food near by,spatial,43,False
An airplane is flying close to the lake of water below. ,spatial,44,False
A beige and red and a blue and green and white train,descriptive,45,False
"The flowers, in the black with green/gold strip vase, is mostly white and black.",descriptive,46,False
A large room with all white furniture and dark wood floors.,descriptive,47,False
A close up of an elephants left side face and snout. ,spatial,48,False
A church with a large fire place and a large white table.,descriptive,49,False
A round red sign that shows a silhouette of a person carrying a large white rectangular object.,descriptive,50,False
a close up of a bench near a tree ,spatial,51,False
"A nearly all black snapshot shows a man standing sideways and looking forward, who is wearing a dark coat and hat and a bright pink tie. ",descriptive,52,False
A boy walking down the street in front of some buses parked in the middle of the street,spatial,53,False
a gray black and white cat a monitor and a laptop and keyboard,descriptive,54,False
vase with flowers make up the center piece of table in front of window,spatial,55,False
A small bathroom with white tile on the walls and a white vanity and sink.,descriptive,56,False
Two guys on a side walk near neon lights with a little bicycle with training wheels in front of them.,spatial,57,False
A close up image of the inside of an open umbrella.,spatial,58,False
A brown teddy bear sitting by a blue and white cup of coffee.,descriptive,59,False
a close up of a hot dog near a fork ,spatial,60,False
"A basketball court with the head coach dressed in a suit and standing on the court, with a player near him and event staff close by.",spatial,61,False
close up view of a pizza on a table near a glass of wine,spatial,62,False
The top of a cats head peaking above some covers and behind it a full bookcase.,spatial,63,False
A man fliped up side down while wind surfing.,spatial,64,False
A policeman on a bike is driving along and people in uniform are lined up along the side of the road.,spatial,65,False
A close-up of a bear's head just above the water.,spatial,66,False
a close up of plants behind a shade ,spatial,67,False
a cargo train going down a track close to the free way ,spatial,68,False
"Beach scene, two blue chairs with yellow umbrella, slight overcast blue sky and green-blue ocean.",descriptive,69,False
Trains stopped along a side walk near a building.,spatial,70,False
broken red umbrella laying in tall green grass,descriptive,71,False
"A large gray dog with a red frisbee in his mouth, and a thought bubble.",descriptive,72,False
Large forbearance small polar bear standing on white concrete block. ,descriptive,73,False
a black and brown dog and a white and orange cat ,descriptive,74,False
a close up of a street sign with a plane in the background,spatial,75,False
A trash can sitting next to a bench outside with a trash bag next to it . ,spatial,76,False
The bathroom is in white and shades of green with green plants.,descriptive,77,False
A black and white cat pokes its head from under a green garage door.,descriptive,78,False
There is a small bird with a pale yellow head and a mottled blue gray body.,descriptive,79,False
A long yellow and red bus is crossing the street.,descriptive,80,False
"This donut has blue, green, and yellow confetti with white frosting on it.",descriptive,81,False
Two computer screens showing black wings on a white screen and white wings on a black screen.,descriptive,82,False
a close up of an open computer next to a keyboard,spatial,83,False
One white and black sheep and one brown and black sheep,descriptive,84,False
A large black bird with a large orange  beak sitting on a rope.,descriptive,85,False
a close up of two giraffes standing near one another ,spatial,86,False
three black dogs a white dog and a white clock,descriptive,87,False
A close up of a partial hotel sign with a building in the background.,spatial,88,False
Picture of a clean white bathroom sink with black handles.,descriptive,89,False
a red and white jet on a runway and brown grass,descriptive,90,False
Two middle aged men eating pizza outside in front of mountains.,spatial,91,False
a close up of three older men standing near one another,spatial,92,False
A man with long hair wearing a jacket and purple and blue tie.,descriptive,93,False
A view of a couch from across the room. A man is sitting in a chair to the far right.,spatial,94,False
A red and white airplane streams blue smoke through a gray sky.,descriptive,95,False
A stone wall with ivy growing across it and a clock tower above it with a weathervane on top of the clock tower.,spatial,96,False
A brown and white horse grazing on lush green grass.,descriptive,97,False
Blue and yellow labels stand out against the bright yellow bananas.,descriptive,98,False
a bus pulling up in front of a bus pick up spots ,spatial,99,False
"A man in a black wet suit is on a bright, yellow surfboard riding a small wave in the ocean.",descriptive,100,False
"Dog moving in  brown colored water, holding dark yellow Frisbee, with Coca Cola red canopy and people on water bank.",descriptive,101,False
A close up of a giraffe picture wrapped around a tree next to a parking meter.,spatial,102,False
a bunch of cement blocks stacked side by side in front of umbrellas,spatial,103,False
The large brown and dark brown cat is looking straight ahead.,descriptive,104,False
a close up of a number of zebras behind a fence,spatial,105,False
a close up of a sign on top of a urinal ,spatial,106,False
"Legs with striped black socks, black shoes and a red and white Pokka dot umbrella on the floor.",descriptive,107,False
a close up of a person holding food with bikes in the background,spatial,108,False
A close up of a keyboard on a wooden desk top next to a computer monitor. ,spatial,109,False
A man in a white and black checkered shirt with a black tie and black wool vest.,descriptive,110,False
a small blue seated toilet in a small room,descriptive,111,False
A train traveling very close to houses next to a street.,spatial,112,False
A man in blue shirt and black pants catching a yellow frisbee.,descriptive,113,False
A tall black and white horse standing on a lush green field.,descriptive,114,False
a close up of a giraffe behind a fence,spatial,115,False
a brown and black ox and a white and black one and grass ,descriptive,116,False
"A boy from the back with arms up and hands on top of railing, looking over fence with a standing giraffe from back diagonal view and a lying down giraffe from back diagonal with neck and head raised, in grass near building.",spatial,117,False
The train is travelling down the tracks and is close to the buildings.,spatial,118,False
The picture captures a close up of one side of an old Greek vase.,spatial,119,False
Ten channel selectors that have green and red buttons a huge round button and numeral numbers.,descriptive,120,False
A bright living room with white and gray wallpaper.,descriptive,121,False
A close up shot of broccoli and meat with butter on top.,spatial,122,False
Police officers on their bikes lined up behind one another on the side of the road. ,spatial,123,False
"A view of a colorful salad featuring green onions, yellow carrots, and orange peppers. ",descriptive,124,False
Two giraffes walking side by side near a wall.,spatial,125,False
some blue yellow and white pots with white plants in them,descriptive,126,False
a red black brown and white bird on a branch,descriptive,127,False
"Several tennis courts are dotted mainly with children, although one man with a racket is standing and smiling in the direction of a boy on the opposite side of the net in front of him.",spatial,128,False
Close up view of the under carriage of a jet in the sky with landing gear down.,spatial,129,False
close up of a giraffe eating with a ence in the background,spatial,130,False
A large white and red boat traveling with lots of passengers.,descriptive,131,False
A toddler holds scissors up in the air around a big mess of cut up paper.,spatial,132,False
Small yellow and orange flowers are arranged in a cobalt blue vase.,descriptive,133,False
"A colorful lunch sits on red plate on a blue tray, all on a white table.",descriptive,134,False
A man wearing glasses brushing his teeth up close to the camera ,spatial,135,False
a close up of a giraffe with a hill in the background,spatial,136,False
a close up of a vase with art behind a display glass,spatial,137,False
A large bunch of white and green flowers with green stems.,descriptive,138,False
A tanker truck driving down a road with two people riding an elephant on the side of the road behind the passing truck.,spatial,139,False
A brown and white zebra is in tall grass grazing.,descriptive,140,False
Large brown cow standing in field with small cow. ,descriptive,141,False
a close up of two elephants in a field with trees in the background,spatial,142,False
"A traffic light glows green, yellow, and red all at the same time.",descriptive,143,False
A red white and blue motorcycle in a garage. ,descriptive,144,False
a brown and black horse some people and a red and black cart,descriptive,145,False
a close up ofa set of steps on top of a building,spatial,146,False
"A small man in a yellow jacket, white shirt and black shorts, holding an umbrella with a larger man who is dressed the same seated nearby.",descriptive,147,False
A man is wearing a blue shirt with a black coat and a gold tie.,descriptive,148,False
two black and white clocks a tan building and a white and blue bus ,descriptive,149,False
a top and bottom view of a sandwhich with eggs and other vegetables next to it,spatial,150,False
An open white toilet against a wall of white tiles and a black and white floor.,descriptive,151,False
The gold tie looks especially bright against a dark shirt.,descriptive,152,False
a close up of a dog on the ground next to a toy,spatial,153,False
a chair a black desk a black gray and white cat,descriptive,154,False
A side of a house next to a sidewalk near a street.,spatial,155,False
A tall white and red light house sitting on a green hill.,descriptive,156,False
some people skiing down a trail close to a resort ,spatial,157,False
Large white and red Japan Airlines plane on tarmac.,descriptive,158,False
"Fire hydrant in red, white, and blue in black and white photo with toddler",descriptive,159,False
a red black and white parked motorcycle and trees,descriptive,160,False
"A wreath with red and green, and solid red fabric hanging from a door.",descriptive,161,False
A black and white picture of a black and white street sign.,descriptive,162,False
A man snowboarding down a mountain top near trees.,spatial,163,False
"A street with parked cars along curb of one side, one of which is a police car near a fire hydrant.",spatial,164,False
a black and red brick building with a white and black clock and sign,descriptive,165,False
A close up image of a man outside on a cloudy day. ,spatial,166,False
A close view down the side of a jet airplane with a Canadian flag on the side.,spatial,167,False
A woman sitting on a blue couch with a white sweater and a white dog. ,descriptive,168,False
"A small brown, gray and black bird on a mossy surface.",descriptive,169,False
Multiple bicycles parked side by side next to a busy street.,spatial,170,False
"A pair of green, yellow and orange skis.",descriptive,171,False
A man with a white shirt and white cap is holding a tennis racket while playing on a green court.,descriptive,172,False
a black white yellow blue green and red kite and a person,descriptive,173,False
Many people walk around and sit in beach chairs next to the ocean near the city.,spatial,174,False
A white toilet with blue writing and a brown toilet seat cover.,descriptive,175,False
a close up of a bear in a field near bushes,spatial,176,False
a small clean bathroom with a blue towel and a white wash cloth,descriptive,177,False
"A large red and yellow fire truck passed by a white car,",descriptive,178,False
A center island inside of a kitchen next to a sink.,spatial,179,False
"A brown, white and black bird flying in blue sky.",descriptive,180,False
a close up of a street sign with trees in the background,spatial,181,False
A small beige living room with a chair and gray tv.,descriptive,182,False
"A man ""popping a wheelie"" on a blue and white motorcycle while wearing a red and white helmet. ",descriptive,183,False
A large white polar bear holding onto an object while floating in blue water.,descriptive,184,False
a close up of a hot dog near a can of soda,spatial,185,False
a close up of a fire hydrant on a side walk,spatial,186,False
a close up of a bear in a field near trees and bushes,spatial,187,False
a small girl in a brown and pink dress and a brown cake with two candles,descriptive,188,False
The two birds are standing close together beside the water. ,spatial,189,False
A green vase filled with purple and white long stem flowers.,descriptive,190,False
two zebras close to one another inside of a fence,spatial,191,False
an extreme close up of the bottom of a skate board,spatial,192,False
some black and white cows in a green and yellow field,descriptive,193,False
Two sailboats in the middle of a body of water with sunset in background and two other boats near by.,spatial,194,False
A zebra in front of a fence beside another zebra on the other side of the fence.,spatial,195,False
A large black dog is laying on a white comforter.,descriptive,196,False
Close up of a tree ornament with a clock tower in the background.,spatial,197,False
Large wood and glass armoire  in small green walled room. ,descriptive,198,False
A frisebeedisc standing up along side other objets.,spatial,199,False
A close-up of vegetables and dressing on top of the pizza.,spatial,200,False
View down latter shows luggage sitting next to side of boat,spatial,201,False
A black and white photograph of a white man with a large tie. ,descriptive,202,False
A sandwich sitting on top of a plate next to sliced up bread.,spatial,203,False
A large brown dog with a white deflated ball in it's mouth.,descriptive,204,False
This otherwise black-and-white photo has a dark-shirted man's necktie colored light blue.,descriptive,205,False
a close up of a street sign with trees in the background,spatial,206,False
"A yellow, black, white and blue bird sits on the branches of a tree.",descriptive,207,False
A silver and black blender with white and red liquid.,descriptive,208,False
"Two Giraffe graze in the field, side by side, in front of some barren trees.",spatial,209,False
"A tiny, narrow bathroom is situated by a tiny, narrow kitchen.",descriptive,210,False
A small kitchen with green and yellow cabinets and black stove and refrigerator.,descriptive,211,False
a white and black cat and a brown and white dog ,descriptive,212,False
Three police officers riding motorcycles side by side down a city street.,spatial,213,False
The large truck is painted bright green and orange.,descriptive,214,False
"Front diagonal view of commuter train on tracks, outside between platforms.",spatial,215,False
a close up of a toilet near a stand up shower,spatial,216,False
Close up from behind of a young giraffe standing with front legs splayed and head the ground by a fence outside.,spatial,217,False
a close up of a stop sign next to a building,spatial,218,False
White toilet in blue and white bathroom with black bucket.,descriptive,219,False
a black and white dog and a brown and white dog both on leashes,descriptive,220,False
a close up of a pair of scissors near some material ,spatial,221,False
"A white and black kitchen features a black stove, a black refrigerator and white cabinets.",descriptive,222,False
a close up of an air planes wing with mountains in the background,spatial,223,False
A dark colored tie features a tiny pin with a red cross.,descriptive,224,False
a close up of a street sign with a sky background,spatial,225,False
a close up of a street sign with trees in the background,spatial,226,False
A close up photo of a zebra outside during the day.,spatial,227,False
A small white dog riding a small blue bike.,descriptive,228,False
a close up of two cats inside of a refrigerator,spatial,229,False
A close up of an elephant behind inside a cage.,spatial,230,False
There are some giraffes laying down next to a giraffestanding up.,spatial,231,False
Large circular shaped clock tower in black and white.,descriptive,232,False
A small blue and red tug boat on the water,descriptive,233,False
a close up of a bear with a blurry background,spatial,234,False
A close up view of a giraffe in front of a palm tree.,spatial,235,False
A close up of a toilet with a mosaiced top.,spatial,236,False
two ladys sitting side by side with one holding a pastry up too her mouth,spatial,237,False
"a plain donut covered with red, white, and blue sprinkles",descriptive,238,False
A large elephant wearing a red costume covered in purple lights,descriptive,239,False
Pots on top of a stove next to a counter top.,spatial,240,False
A small white and brown dog laying on the floor.,descriptive,241,False
a close up of a cow near some buildings ,spatial,242,False
A large black and white horse has long hair.,descriptive,243,False
A large herd of black and white cows with yellow tags in their ears.,descriptive,244,False
a close up of a zebra on a field near a path,spatial,245,False
Several cars and a double-decker bus stopped at a bus stop in front of a Barclays building are in country where vehicles drive on the left side of the road.,spatial,246,False
Remote control close up shot with television in background.,spatial,247,False
a close up of a vase with trees in the background,spatial,248,False
two elephants standing side by side next to some bushes,spatial,249,False
A smiling man with dark hair and a beard wearing a dark suit and blue tie. ,descriptive,250,False
a close up of a bus parked in a lot near another car,spatial,251,False
a close up of a bird next to a backpack,spatial,252,False
Two pictures side by side of a man holding a tennis racket in front of a tennis ball. ,spatial,253,False
a close up of a doughnut near a drink ,spatial,254,False
A teen boy wearing black and white performing tricks with a yellow Frisbee while another boy watch. ,descriptive,255,False
A white dog laying on green grass with a red frisbee.,descriptive,256,False
A tall man and a short child standing on a white and black tennis court.,descriptive,257,False
"A small bathroom with a toilet, sink, and red and yellow shower curtain.",descriptive,258,False
"A black bird with an orange, red, and yellow beak swims in the water.",descriptive,259,False
a stained glass window with colors of red blue green and white,descriptive,260,False
"A cake with green, red and yellow frosting and a large black ornament.",descriptive,261,False
"Colorful view of the ocean with ships, blue sky, water, and red and blue beach umbrellas.",descriptive,262,False
A giraffe is walking along the field in the far distance as hippos are laying the grass in the foreground.,spatial,263,False
a close up of a stove in the middle of a room,spatial,264,False
A close-up view of a hand placed near the muzzle of a horse. ,spatial,265,False
"A bathroom with green walls, white towels and black and white tile floor.",descriptive,266,False
A large black steer walking away with a small stuffed teddy bear in a pile of brush.,descriptive,267,False
A long narrow kitchen includes a bright ceiling and back wall.,descriptive,268,False
A person sitting at a table that has a blue checked tablecloth on it and a large round pizza that is uncut.,descriptive,269,False
a close up of a fire hydrant near many flowers,spatial,270,False
a red green blue and white train and tracks,descriptive,271,False
A close up of a person standing next to a horse.,spatial,272,False
"A red, white, and blue kite sails through the blue sky.",descriptive,273,False
"Baseball players siting in a dugout area look out at home base, which rests in the foreground, and shows a  batter finishing his swing, a crouching catcher and an umpire right behind him. ",spatial,274,False
a close up of a zebra on a field near a fence,spatial,275,False
A close up of an umbrellas with cars and people in the background.,spatial,276,False
A colorful garden with purple and white flowers.,descriptive,277,False
a close up of a person sitting down with an aumbrella,spatial,278,False
a close up photo of a pepperoni pizza next to a pamplet,spatial,279,False
Seats are lined up along the side of a wall. ,spatial,280,False
"A brown, black and white vase holding orange and white flowers.",descriptive,281,False
A young child laying down in bed with one arm raised up that is wrapped up.,spatial,282,False
Two trains move side by side in the middle of a field,spatial,283,False
a group of women gathered together side by side in front of a table with pastries on it,spatial,284,False
A bus broke down on the side of the highway and all the passengers had to file out onto the side of the road.,spatial,285,False
A black and white cat has long white whiskers.,descriptive,286,False
a bunch of fruit sitting side by side being sliced down the middle,spatial,287,False
A green kitchen with a white stove and silver refrigerator.,descriptive,288,False
a close up of a bowl of food near a cup,spatial,289,False
Two bed sitting beside each other with a side table between them.,spatial,290,False
"Someone wearing a white helmet, a black wet suit and water skis in blue water.",descriptive,291,False
a male surfer in a blue shirt is carrying a yellow and red board,descriptive,292,False
a close up of a street sign with trees in the background,spatial,293,False
some green yellow black white and orange birds and some plants,descriptive,294,False
a green vase of purple flowers with long stems on a white clothed table.,descriptive,295,False
A man wearing a tie with large circles in bright red.,descriptive,296,False
a close up of a zebra next to a tree,spatial,297,False
A person with bright red hair and shirt using a black umbrella.,descriptive,298,False
"The large motorboat is painted yellow, grey, and white.",descriptive,299,False
a close up of an analog clock on a pole with a building in the background,spatial,300,False
A well made up bed with lamps above and around it.,spatial,301,False
A bus pulling up in a outdoor environment with another bus close behind it.,spatial,302,False
a close up of two zebras near one another near trees,spatial,303,False
"A white computer desk with a black monitor, a blue lava lamp and a small black fan. ",descriptive,304,False
"Yellow and orange noodles, broccoli, black olives, and onions.",descriptive,305,False
Lights are lit up around a mirror and above two sinks in a bathroom.,spatial,306,False
Street signs are pointing in opposite directions to guide people down the right street.,spatial,307,False
"Blue, pink, purple, and yellow flowers are in a red vase.",descriptive,308,False
A large breed dog with black and brown fur is standing on a white and black floor.,descriptive,309,False
a close up of a giraffe near a wooden structure,spatial,310,False
A bus driving down a street near down town LA.,spatial,311,False
An up close photo of the bottom of a Wii remote.,spatial,312,False
a close up of a goose with a water background,spatial,313,False
"A dish with blue trim, on a black and red tray with food covered in brown gravy.",descriptive,314,False
"A gray, black and white cat with green eyes steps over a pair of brown loafers.",descriptive,315,False
"A peafowl with colors of blue, green, yellow, and black.",descriptive,316,False
"From back diagonal view, a padded desk chair with arm rests and wheels, at a glass top desk with cup of writing implements, open and powered on laptop computer, computer mouse, a vase of gerbera daises, and curtain behind.",spatial,317,False
"The corner where the walls meet shows a paint-flecked floor and a decorated, and full, water dish with a large black and white cat looking and pawing at it. ",descriptive,318,False
a red orange yellow and white jet parked at an airport,descriptive,319,False
"A large purple, white and pink commercial plane sits on a runway",descriptive,320,False
A lap top and monitor are running along side each other. ,spatial,321,False
"A view of the mountain range from above can be seen from the airplane, and part of the wing of the plane close up as well.",spatial,322,False
white snowy mountain with a man stand in skies with a yellow jacket and red black pants ,descriptive,323,False
"A hand holds a silver remote that has black, white and red buttons.",descriptive,324,False
a black suitcase a red bag and a pink and black bag,descriptive,325,False
"Small children in red and blue uniforms, kicking a red soccer ball.",descriptive,326,False
A barn with several cows lying down in the saw dust and along horned cow standing up,spatial,327,False
A teenager with blue grey hair is wearing a white and blue shirt with a red tie.,descriptive,328,False
A black brown and orange cat under an umbrella. ,descriptive,329,False
A small white dog catching a green frisbee on a lush green field.,descriptive,330,False
a close up of a zebra with plant life all around,spatial,331,False
A close-up of a bad with a vase of flowers next to it.,spatial,332,False
"A red vase filled with red,  yellow and pink flowers.",descriptive,333,False
a close up of many different pastries near one another ,spatial,334,False
"A close up of three informal men at an outdoor restaurant table, with water in the background. ",spatial,335,False
Herd of zebras in a long line in tall brown grass.,descriptive,336,False
a black white and brown dog and a persons arms,descriptive,337,False
A stove top inside of a kitchen next to a metal counter.,spatial,338,False
A blonde woman in a black vest and red tie holding a red square. ,descriptive,339,False
Three baked pizzas spread across a counter top and a stove top.,spatial,340,False
This bathroom seems to be very large and has a black tile floor and blue tiles on the wall,descriptive,341,False
A passenger train moving along one of several tracks that are side by side.,spatial,342,False
Close-up of a glazed donut with egg and bacon inside. ,spatial,343,False
A large brown dog holding an orange frisbee in it's mouth while walking through water.,descriptive,344,False
two zebra standing side by side next to a pile of stones,spatial,345,False
a close up of a cat sitting on a desk behind a laptop,spatial,346,False
A small red glass that contains several colorful accessories.,descriptive,347,False
A couple of trains traveling side by side near a forest.,spatial,348,False
"A blue and white bus is parked in front of blue, white, yellow, and pink flowers.",descriptive,349,False
a man and woman standing side by side in front of a table,spatial,350,False
A cat's face is shown up close outside. ,spatial,351,False
Two small white sheep with a larger white sheep over them. ,descriptive,352,False
a close up of a plastic container near a blender,spatial,353,False
A long narrow brown building with a short clock tower.,descriptive,354,False
A crisp clean white bathroom includes a large mirror and a walnut cabinet.,descriptive,355,False
Two giraffes standing around outside beside a tree,spatial,356,False
three zebras in some brown grass against a white and gray sky,descriptive,357,False
Two skate boards sitting side by side next to each other on a floor.,spatial,358,False
A white and pink kite flying through a blue cloud filled sky.,descriptive,359,False
a close up of vegetables on a counter top,spatial,360,False
A black and white picture of a small airplane parked at the airport,descriptive,361,False
"A red, white, and green fire hydrant on a street corner in a patch of grass. ",descriptive,362,False
"A monochrome living room in an apartment, with white or gray furniture and black-and-white art.",descriptive,363,False
A giraffe walking from right to left across the view.,spatial,364,False
A police car turning right down a street next to pedestrians.,spatial,365,False
A bus pulls up next to cars with another bus behind.,spatial,366,False
a table with a large red and white birthday cake and four slices of the cake on small dishes,descriptive,367,False
One man is on skis and another man is behind him as they stand in the snow near a pond as a group of onlookers stand off to the side.,spatial,368,False
Surfer in black wetsuit riding the white crest of a large wave on a deep blue sea. ,descriptive,369,False
A brown and white horse hitched to a red and white carriage.,descriptive,370,False
A close up of a giraffe eating from the top of a tree.,spatial,371,False
a close up of a bench near many plant life ,spatial,372,False
A red and blue kit flying in the bright blue sky. ,descriptive,373,False
a green red and white truck a building and a black car,descriptive,374,False
People walking down a sidewalk along side a wrought-iron fence next to a park,spatial,375,False
A group of boys wearing black and red uniforms and black boots carries black umbrellas.,descriptive,376,False
A lap top set up on a blanket next to a suite case.,spatial,377,False
"A dark room has a black couch and gray, green, white and pink wall paper.",descriptive,378,False
An upside down and right side up picture of a boy holding a phone.,spatial,379,False
"Small yellow plane with red, white and blue stripes, parked with mechanic checking it out.",descriptive,380,False
"A man that is sitting down on the floor, close to a laptop.",spatial,381,False
a long line of red white and blue tourist buses ,descriptive,382,False
a close up of a bear behind a fence,spatial,383,False
a close up of a transportation bus with a sky background,spatial,384,False
An empty bench along side a trail of trees in a park with a house in the background. ,spatial,385,False
a male in a white shirt is riding a brown and black horse,descriptive,386,False
Birds with long orange beaks and black and white feathers in a park. ,descriptive,387,False
View of down town in a city and traffic driving on the opposite side of the road.,spatial,388,False
a close up of a dog laying on the ground next to a fake doughnut,spatial,389,False
a close up of an analog clock with a building in the background,spatial,390,False
A large dark beige bathroom with a small toilet.,descriptive,391,False
a vase with some white pink purple and orange flowers ,descriptive,392,False
A close up of the graffiti on the side of a train.,spatial,393,False
A large beige dog wearing a yellow backpack and a small white dog separated by a person in blue jeans. ,descriptive,394,False
"The safety scissors are red, green, blue and yellow. ",descriptive,395,False
"a collage of images of red and white items, including bandanna on a woman's head, a kitchen table cover, a stop sign, a red bucket, red lids of tupperware, and a red triangle nailed to a tree ",descriptive,396,False
a close up of a truck parked in a field near some trees,spatial,397,False
two zebra standing side by side next to a wall,spatial,398,False
a boat going down the river close to a bridge ,spatial,399,False
A girl in a blue shirt and blue shorts holding a purple cell phone. ,descriptive,400,False
A close up of a stack of plates and a cake somewhat behind it.,spatial,401,False
A hotel bathroom shows clean linens and bright white tiles.,descriptive,402,False
a brown black and white cat is sitting on a black and white umbrella,descriptive,403,False
One light brown and one dark brown horse eating grass,descriptive,404,False
"Older person in hat and red, white, and blue jacket being nuzzled by a farm animal.",descriptive,405,False
"View from a few feet away of the silhouette of a person standing on a surfboard riding on a white wave in dark blue and green water, with blue and white sky behind.",descriptive,406,False
Chopper motorcycles lined up along the road side,spatial,407,False
some blue brown and red suitcases on a counter,descriptive,408,False
a close up of two remotes sitting next to each other,spatial,409,False
"The white bathroom has orange, blue, and gray accents.",descriptive,410,False
a black and white cat and a black brown and white one sitting on a suitcase,descriptive,411,False
A blurry image close-up on a person's face with a dog in the background. ,spatial,412,False
"A long, narrow yellow kitchen with black and white floor tiles.",descriptive,413,False
a close up of some scissors on a table next to materials,spatial,414,False
A close up of a one way sign with trees in the background.,spatial,415,False
The top picture is a kitchen with a lot of floor space and the bottom picture is a kitchen with a cabinet in the middle. ,spatial,416,False
a close up of a street sign with a sky background,spatial,417,False
A close up of a street light sign with an airplane in the background.,spatial,418,False
an orange yellow green purple and red kite stuck in a tree,descriptive,419,False
A close up of a fire hydrant with benches in the background.,spatial,420,False
a close up of a microwave near a wall,spatial,421,False
"A blue, red, white and black statue of a baseball player",descriptive,422,False
A close up of a parking meter with the street in the background.,spatial,423,False
a close up of two zebras near one another ,spatial,424,False
The baby elephant stays close to her mother within the enclosure.,spatial,425,False
A bunk bed sits close to some doors and the outside doors.,spatial,426,False
A close up of a flower with a blurry parking meter in the background.,spatial,427,False
a close up of a street sign with a building in the background,spatial,428,False
a close up of a street sign with a sky background,spatial,429,False
a close up of a street sign with a traffic sign next to it,spatial,430,False
a red white and black kite some sand and string,descriptive,431,False
a close up of a bird on a beach near the water,spatial,432,False
A red and black suitcase and a black duffel bag on some grass.,descriptive,433,False
a close up of a frie hydrant with a blurry background,spatial,434,False
"The horizontal, vertical and diagonal lines create an artistic composition.",spatial,435,False
a close up of a neatly made bed with drawers underneath,spatial,436,False
A wooden floor with a dog laying down next to a persons feet and next to a computer wire.,spatial,437,False
a brown and black dog lays on a pillow while a white and brown cat lays in a suitcase.,descriptive,438,False
some white and black sheep and some green and brown grass,descriptive,439,False
"An interior suggests a sea-going vessel,  and has people facing away, and some letters suggesting a navy t-shirt, and in the foreground, a young woman wearing a headset and other technical gear, who is writing on a vertical surface with neat lines.",spatial,440,False
British flags fly overhead as double-decker buses and taxis move along below. ,spatial,441,False
"A room holds orange lockers, a white table with gray and yellow chairs and wood cabinets and a sink.",descriptive,442,False
An aerial view of umbrellas that are red and yellow and green and yellow.,descriptive,443,False
There are two light up wine glasses with light wine up bottle beside them. ,spatial,444,False
"The bath room is clean with brown tile, white sink and large mirror.",descriptive,445,False
a close up of a clock with trees in the background,spatial,446,False
a green white yellow and black sign and some cars,descriptive,447,False
A nice clean room with a gray couch and a red chair.,descriptive,448,False
Close up of two giraffes neck and neck with a zebra laying down behind them in the enclosure. ,spatial,449,False
a table with some red white and blue plates and some silverware,descriptive,450,False
There is a large red and beige rug with a design in this room.,descriptive,451,False
a close up of a plastic container with food inside,spatial,452,False
a small white clock is on a tall tower,descriptive,453,False
Close up photograph of cows behind a barbed wire fence.,spatial,454,False
a close up of a bowl of food next to a drink,spatial,455,False
The intersection of a city street that has cars traveling down one side of the street and fast food restaurants on the other side.,spatial,456,False
a close up of a dog laying down with a person,spatial,457,False
